FY,Insurer,pending_start_count,pending_start_amount,intimated_count,intimated_amount,total_claims_count,total_claims_amount,paid_count,paid_amount,repudiated_count,repudiated_amount,rejected_count,rejected_amount,unclaimed_count,unclaimed_amount,pending_end_count,pending_end_amount,pending_lt_3m,pending_3_to_6m,pending_6m_to_1y,pending_gt_1y,Low_Volume_Flag,Count_CSR,Value_CSR,Count_Value_Gap,Unclaimed_Ratio,Pending_Rate,Long_Pending_Share,Repudiation_Rate
2023-24,SBI Life,35,4.854585721000001,38362,2024.461001641053,38397,2029.315587362053,37724,1948.913076803,527,53.9510967,0,0.0,28,2.870921140000001,118,23.58049271905355,62.0,28.0,28.0,0.0,False,98.24725890043493,96.03794939240723,2.209309508027701,0.14147238398399964,0.307315675703831,0.0,1.3725030601349064
2023-24,Shriram,5,0.340452296,3868,144.8281499513333,3873,145.1686022473333,3799,116.381865560333,42,15.851377798,26,12.64058812,0,0.0,6,0.2947707690003121,6.0,0.0,0.0,0.0,False,98.08933643170668,80.17013579978234,17.91920063192434,0.0,0.1549186676994578,0.0,1.0844306738962044
2023-24,Star Union,3,0.6174999999999999,1989,123.8730901080003,1992,124.4905901080003,1958,120.7125035640003,31,2.973086544,0,0.0,0,0.0,3,0.8050000000000179,3.0,0.0,0.0,0.0,False,98.29317269076306,96.96516295671636,1.3280097340467023,0.0,0.15060240963855423,0.0,1.5562248995983934
2023-24,Tata AIA,0,0.0,6431,1131.216458676,6431,1131.216458676,6375,1086.146440012,54,37.00689186399999,0,0.0,0,0.0,2,8.063126799999928,1.0,0.0,1.0,0.0,False,99.12921785103406,96.01579182142109,3.1134260296129668,0.0,0.031099362463069505,0.0,0.8396827865028766
2024-25,LIC,275,344.05,868811,21298.08,869086,21642.13,848145,20793.37,9137,593.2699999999999,6827,8.37,187,30.29,4790,216.8300000000022,335.0,184.0,0.0,4271.0,False,97.59045710090831,96.07820487170162,1.5122522292066947,0.13995849761553042,0.5511537408265695,89.16492693110646,1.0513343903825398
2024-25,Acko Life,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,
2024-25,Aditya Birla Sun Life,6,2.628471635771075,6355,625.7281268459993,6361,628.3565984817704,6275,604.5768717959992,80,21.15125505,0,0.0,0,0.0,6,2.628471635771263,0.0,0.0,0.0,6.0,False,98.64801131897501,96.21556823892236,2.43244308005265,0.0,0.09432479169941833,100.0,1.2576638893255778
2024-25,Bandhan,0,0.00531434,365,123.737927207,365,123.743241547,364,123.493506347,1,0.2497352,0,0.0,0,0.0,0,3.497202527569243e-15,0.0,0.0,0.0,0.0,True,99.72602739726028,99.79818275577891,-0.07215535851862853,0.0,0.0,,0.273972602739726
2024-25,Ageas Federal,5,2.19246152000007,1140,78.5505236773,1145,80.74298519730007,1128,77.37383171930001,14,2.218614978,0,0.0,0,0.0,3,1.150538500000058,3.0,0.0,0.0,0.0,False,98.51528384279476,95.82731122738733,2.687972615407432,0.0,0.26200873362445415,0.0,1.222707423580786
2024-25,Aviva,0,0.0,754,107.93838,754,107.93838,747,106.2758508,7,1.6625292,0,0.0,0,0.0,0,8.659739592076221e-15,0.0,0.0,0.0,0.0,False,99.07161803713528,98.45974230852826,0.6118757286070178,0.0,0.0,,0.9283819628647214
2024-25,Bajaj Allianz,4,8.727390399999948,14090,918.5669304701826,14094,927.2943208701826,13994,862.7858247631821,96,57.18849610700001,0,0.0,0,0.0,4,7.320000000000491,4.0,0.0,0.0,0.0,False,99.29047821768128,93.04336340090327,6.247114816778009,0.0,0.02838087129274869,0.0,0.6811409110259685
2024-25,Bharti Axa,0,0.0,2085,166.0325116014664,2085,166.0325116014664,2068,163.3945789944563,17,2.63793260701,0,0.0,0,0.0,0,7.194245199571014e-14,0.0,0.0,0.0,0.0,False,99.18465227817745,98.41119514391133,0.7734571342661241,0.0,0.0,,0.815347721822542
2024-25,Credit Access Life,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,
2024-25,Canara HSBC,2,0.872133333,2785,259.464974432,2787,260.337107765,2771,257.9386426179999,16,2.398465147,0,0.0,0,0.0,0,8.126832540256147e-14,0.0,0.0,0.0,0.0,False,99.42590599210621,99.07870792312669,0.3471980689795231,0.0,0.0,,0.5740940078937926
2024-25,Edelweiss Life,0,0.0,560,70.19110468705429,560,70.19110468705429,556,69.02911817505426,4,1.161986512,0,0.0,0,0.0,0,2.7089441800853823e-14,0.0,0.0,0.0,0.0,False,99.28571428571429,98.34453878852494,0.9411754971893487,0.0,0.0,,0.7142857142857143
2024-25,Future Generali,0,0.0,938,43.07875642099999,938,43.07875642099999,920,41.464898275,14,1.582898146,4,0.02046,0,0.0105,0,0.0,0.0,0.0,0.0,0.0,False,98.08102345415777,96.25370303119229,1.8273204229654851,0.024373962649677304,0.0,,1.4925373134328357
2024-25,Godigit Life,0,0.0,3,0.4902626,3,0.4902626,0,0.0,2,0.2402626,0,0.0,0,0.0,1,0.25,1.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,33.33333333333333,0.0,66.66666666666666
2024-25,HDFC Life,8,11.40539609999431,19721,2091.758035299998,19729,2103.163431399993,19666,2060.274631400005,58,39.1388,0,0.0,0,0.0,5,3.749999999987438,3.0,0.0,1.0,1.0,False,99.68067312078665,97.96074811117087,1.7199250096157783,0.0,0.0253434031121699,20.0,0.29398347610117087
2024-25,ICICI Prudential,3,0.1948743,12402,1849.591093721,12405,1849.785968021,12319,1813.952740021,82,30.879464,0,0.0,0,0.70186092981,4,4.251903070189961,2.0,1.0,0.0,1.0,False,99.30673115679161,98.06284464151621,1.2438865152754062,0.03794281835540619,0.032245062474808545,25.0,0.6610237807335752
2024-25,India First,7,3.1178,3699,193.4207008059999,3706,196.5385008059999,3640,188.6409101469998,61,6.762684883,0,0.0,0,0.0,5,1.134905776000059,1.0,0.0,0.0,4.0,False,98.21910415542364,95.98165721901194,2.2374469364117004,0.0,0.13491635186184567,80.0,1.645979492714517
2024-25,Kotak Mahindra,7,5.86179302,4671,386.7206261279996,4678,392.5824191479996,4613,376.3893816849989,62,15.270075803,0,0.0,0,0.0,3,0.9229616600006808,3.0,0.0,0.0,0.0,False,98.61051731509191,95.87525149543285,2.7352658196590625,0.0,0.06412997007268063,0.0,1.3253527148353996
2024-25,Axis Max Life,0,0.0,20225,1490.985458676899,20225,1490.985458676899,20165,1452.107955052399,60,38.877503693,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,99.70333745364648,97.39249612407353,2.310841329572952,0.0,0.0,,0.29666254635352285
2024-25,PNB Met Life,0,0.0,5639,434.3765117269998,5639,434.3765117269998,5615,431.3495001239995,24,3.027011603,0,0.0,0,0.0,0,2.895461648222409e-13,0.0,0.0,0.0,0.0,False,99.57439262280546,99.30313644470198,0.271256178103485,0.0,0.0,,0.425607377194538
2024-25,Pramerica Life,1,0.0742080548999995,727,35.2564204859837,728,35.3306285408837,722,34.57698542562275,4,0.5724459885500945,1,0.055,0,0.0,1,0.126197126710855,1.0,0.0,0.0,0.0,False,99.17582417582418,97.86688449544889,1.308939680375289,0.0,0.13736263736263737,0.0,0.5494505494505495
2024-25,Reliance Nippon,11,2.450686034999233,8365,244.1346782430005,8376,246.5853642779998,8286,226.9463593960007,88,18.7564636,0,0.0,1,0.0747250549999992,1,0.8078162269990612,1.0,0.0,0.0,0.0,False,98.92550143266476,92.0356161690691,6.889885263595659,0.030303929521037727,0.011938872970391595,0.0,1.0506208213944603
2024-25,Sahara,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,
2024-25,SBI Life,118,23.58049271906589,44831,2598.751946600998,44949,2622.332439320064,44205,2497.939507625004,524,76.51070999999999,0,0.0,55,7.610101648999998,165,40.27212004605983,106.0,23.0,34.0,2.0,False,98.34479076286458,95.25640114007385,3.0883896227907286,0.2902035430325987,0.3670826937195488,1.2121212121212122,1.165765645509355
2024-25,Shriram,6,0.29477068,4846,180.195624742,4852,180.490395422,4770,147.476985583,68,22.664799802,7,10.150834012,0,0.0,7,0.1977760249999321,7.0,0.0,0.0,0.0,False,98.30997526793075,81.70904897082629,16.600926297104465,0.0,0.1442704039571311,0.0,1.4014839241549877
2024-25,Star Union,3,0.805,2410,144.38475778,2413,145.18975778,2385,140.73880778,26,3.8752,0,0.0,0,0.0,2,0.575750000000006,2.0,0.0,0.0,0.0,False,98.83961873186904,96.9343911939406,1.9052275379284396,0.0,0.08288437629506838,0.0,1.077496891835889
2024-25,Tata AIA,2,8.063126799999928,8575,1238.931211730995,8577,1246.994338530995,8526,1226.742754235996,49,17.753274295,0,0.0,0,0.0,2,2.498309999999702,2.0,0.0,0.0,0.0,False,99.4053864987758,98.37596822461471,1.0294182741610882,0.0,0.023318176518596245,0.0,0.5712953247056081
